bodyId,type,side,circuit_role,predicted_nt,predicted_nt_confidence,consensus_nt,total_predictions,functional_sign_justified,functional_sign_limitation
37587,LC4,L,visual_projection_input,acetylcholine,0.9375773970050842,acetylcholine,365,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
38065,LC4,R,visual_projection_input,acetylcholine,0.9571178561852994,acetylcholine,275,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
77614,LC4,L,visual_projection_input,acetylcholine,0.9624433272474251,acetylcholine,395,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
81112,LC4,L,visual_projection_input,acetylcholine,0.966254017960694,acetylcholine,457,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
100485,LC4,L,visual_projection_input,acetylcholine,0.9441555173225762,acetylcholine,317,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
107513,LC4,L,visual_projection_input,acetylcholine,0.9303247888138052,acetylcholine,284,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
111787,LC4,L,visual_projection_input,acetylcholine,0.9413525424459154,acetylcholine,320,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
511914,LC4,L,visual_projection_input,acetylcholine,0.9262266409151387,acetylcholine,360,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
512366,LC4,L,visual_projection_input,acetylcholine,0.9609549569376338,acetylcholine,422,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
512705,LC4,L,visual_projection_input,acetylcholine,0.968430694967923,acetylcholine,308,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
514508,LC4,L,visual_projection_input,acetylcholine,0.9690175816813552,acetylcholine,339,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
514956,LC4,L,visual_projection_input,acetylcholine,0.9716735963224868,acetylcholine,317,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
515476,LC4,L,visual_projection_input,acetylcholine,0.961444491926156,acetylcholine,365,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
515900,LC4,L,visual_projection_input,acetylcholine,0.9694046614297739,acetylcholine,546,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
516909,LC4,L,visual_projection_input,acetylcholine,0.9690302532888261,acetylcholine,340,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
517752,LC4,L,visual_projection_input,acetylcholine,0.9396756834544348,acetylcholine,277,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
518016,LC4,L,visual_projection_input,acetylcholine,0.9682247287003968,acetylcholine,298,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
518439,LC4,L,visual_projection_input,acetylcholine,0.9576842167613402,acetylcholine,455,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
518544,LC4,L,visual_projection_input,acetylcholine,0.9535777840319114,acetylcholine,229,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
518730,LC4,L,visual_projection_input,acetylcholine,0.9597557200792062,acetylcholine,324,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
518983,LC4,L,visual_projection_input,acetylcholine,0.9693805752188591,acetylcholine,363,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
519650,LC4,L,visual_projection_input,acetylcholine,0.9747326673375372,acetylcholine,298,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
519931,LC4,L,visual_projection_input,acetylcholine,0.9718926615537063,acetylcholine,342,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
520449,LC4,L,visual_projection_input,acetylcholine,0.9610306185695976,acetylcholine,354,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
524899,LC4,L,visual_projection_input,acetylcholine,0.9698474002757187,acetylcholine,397,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
526286,LC4,L,visual_projection_input,acetylcholine,0.9684498107033492,acetylcholine,309,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
527408,LC4,R,visual_projection_input,acetylcholine,0.9601790157399877,acetylcholine,333,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
530029,LC4,L,visual_projection_input,acetylcholine,0.9590374189282397,acetylcholine,371,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
532254,LC4,L,visual_projection_input,acetylcholine,0.9747326673375373,acetylcholine,379,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
533129,LC4,L,visual_projection_input,acetylcholine,0.9650506896155493,acetylcholine,400,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
535341,LC4,L,visual_projection_input,acetylcholine,0.9682897711832469,acetylcholine,301,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
11498,LPLC2,L,visual_projection_input,acetylcholine,0.9719990839316764,acetylcholine,354,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
12384,LPLC2,L,visual_projection_input,acetylcholine,0.9638177385905793,acetylcholine,356,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
13132,LPLC2,L,visual_projection_input,acetylcholine,0.9622623064173241,acetylcholine,311,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
13726,LPLC2,L,visual_projection_input,acetylcholine,0.939632215019012,acetylcholine,442,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
13764,LPLC2,L,visual_projection_input,acetylcholine,0.9597159223965809,acetylcholine,323,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
14030,LPLC2,L,visual_projection_input,acetylcholine,0.9553313439349465,acetylcholine,300,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
14102,LPLC2,L,visual_projection_input,acetylcholine,0.9594039737247122,acetylcholine,379,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
14465,LPLC2,R,visual_projection_input,acetylcholine,0.9539464698220076,acetylcholine,327,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
15804,LPLC2,L,visual_projection_input,acetylcholine,0.9670126567451541,acetylcholine,377,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
17059,LPLC2,L,visual_projection_input,acetylcholine,0.9545057197690786,acetylcholine,336,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
17544,LPLC2,L,visual_projection_input,acetylcholine,0.9507301245734692,acetylcholine,323,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
17551,LPLC2,R,visual_projection_input,acetylcholine,0.9477360798295283,acetylcholine,431,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
17774,LPLC2,L,visual_projection_input,acetylcholine,0.9456907438722101,acetylcholine,334,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
17775,LPLC2,L,visual_projection_input,acetylcholine,0.931808503611733,acetylcholine,384,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
17880,LPLC2,L,visual_projection_input,acetylcholine,0.9645065878433379,acetylcholine,285,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
17990,LPLC2,L,visual_projection_input,acetylcholine,0.9501138157092308,acetylcholine,355,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
18672,LPLC2,R,visual_projection_input,acetylcholine,0.9573228576665666,acetylcholine,446,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
18900,LPLC2,L,visual_projection_input,acetylcholine,0.9504534276885411,acetylcholine,360,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
18929,LPLC2,R,visual_projection_input,acetylcholine,0.969434933720748,acetylcholine,366,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
18936,LPLC2,L,visual_projection_input,acetylcholine,0.9535206501303715,acetylcholine,412,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
19034,LPLC2,R,visual_projection_input,acetylcholine,0.9557025591331909,acetylcholine,408,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
19146,LPLC2,R,visual_projection_input,acetylcholine,0.9458815032166805,acetylcholine,403,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
19229,LPLC2,R,visual_projection_input,acetylcholine,0.950219079323084,acetylcholine,396,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
19249,LPLC2,R,visual_projection_input,acetylcholine,0.9565573814195529,acetylcholine,320,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
19549,LPLC2,R,visual_projection_input,acetylcholine,0.958316212138652,acetylcholine,355,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
19589,LPLC2,R,visual_projection_input,acetylcholine,0.9545327819107509,acetylcholine,384,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
19608,LPLC2,R,visual_projection_input,acetylcholine,0.961024764794162,acetylcholine,425,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
19787,LPLC2,L,visual_projection_input,acetylcholine,0.9388947765370255,acetylcholine,379,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
19830,LPLC2,L,visual_projection_input,acetylcholine,0.9502299826415652,acetylcholine,396,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
19842,LPLC2,R,visual_projection_input,acetylcholine,0.9716479778512098,acetylcholine,315,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
19911,LPLC2,L,visual_projection_input,acetylcholine,0.9445652548418033,acetylcholine,257,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
20047,LPLC2,R,visual_projection_input,acetylcholine,0.9510197194199255,acetylcholine,409,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
20103,LPLC2,R,visual_projection_input,acetylcholine,0.9423148831387937,acetylcholine,419,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
20162,LPLC2,R,visual_projection_input,acetylcholine,0.9248057134409159,acetylcholine,428,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
20182,LPLC2,R,visual_projection_input,acetylcholine,0.9544594940057624,acetylcholine,383,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
20240,LPLC2,L,visual_projection_input,acetylcholine,0.9604633783218115,acetylcholine,408,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
20269,LPLC2,R,visual_projection_input,acetylcholine,0.9529461378362415,acetylcholine,401,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
20329,LPLC2,L,visual_projection_input,acetylcholine,0.9469972934697559,acetylcholine,350,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
20334,LPLC2,R,visual_projection_input,acetylcholine,0.9550554775295428,acetylcholine,345,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
20471,LPLC2,R,visual_projection_input,acetylcholine,0.8695915342936203,acetylcholine,471,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
20535,LPLC2,R,visual_projection_input,acetylcholine,0.949844081057672,acetylcholine,390,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
20584,LPLC2,R,visual_projection_input,acetylcholine,0.9498452216448902,acetylcholine,312,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
20694,LPLC2,R,visual_projection_input,acetylcholine,0.9629909970442846,acetylcholine,331,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
20749,LPLC2,R,visual_projection_input,acetylcholine,0.9662125278096403,acetylcholine,342,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
20799,LPLC2,L,visual_projection_input,acetylcholine,0.9535165024415005,acetylcholine,366,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
21045,LPLC2,R,visual_projection_input,acetylcholine,0.9427957666126541,acetylcholine,395,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
21299,LPLC2,L,visual_projection_input,acetylcholine,0.9600793540395027,acetylcholine,331,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
21318,LPLC2,R,visual_projection_input,acetylcholine,0.9505722848527999,acetylcholine,281,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
21361,LPLC2,L,visual_projection_input,acetylcholine,0.9576838130925643,acetylcholine,341,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
21562,LPLC2,R,visual_projection_input,acetylcholine,0.9569848140052273,acetylcholine,383,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
21703,LPLC2,R,visual_projection_input,acetylcholine,0.9315572619993122,acetylcholine,337,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
21769,LPLC2,R,visual_projection_input,acetylcholine,0.9479825931088266,acetylcholine,399,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
21808,LPLC2,R,visual_projection_input,acetylcholine,0.9586682634273505,acetylcholine,423,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
21862,LPLC2,R,visual_projection_input,acetylcholine,0.9458691672392405,acetylcholine,370,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
21899,LPLC2,R,visual_projection_input,acetylcholine,0.9602425736278616,acetylcholine,335,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
22218,LPLC2,R,visual_projection_input,acetylcholine,0.9536272172486061,acetylcholine,322,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
22253,LPLC2,L,visual_projection_input,acetylcholine,0.9475025459661386,acetylcholine,392,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
22261,LPLC2,R,visual_projection_input,acetylcholine,0.897933191420056,acetylcholine,354,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
22557,LPLC2,L,visual_projection_input,acetylcholine,0.9423776274910894,acetylcholine,390,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
22677,LPLC2,R,visual_projection_input,acetylcholine,0.968966357445747,acetylcholine,337,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
23247,LPLC2,L,visual_projection_input,acetylcholine,0.9585126702785411,acetylcholine,359,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
23349,LPLC2,L,visual_projection_input,acetylcholine,0.9201390532994129,acetylcholine,391,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
23497,LPLC2,R,visual_projection_input,acetylcholine,0.9492677940186429,acetylcholine,419,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
23550,LPLC2,L,visual_projection_input,acetylcholine,0.9618776443664173,acetylcholine,302,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
